Protein_ID,Gene,S1,S2,S3,R1,R2,R3
Q7Z6K5,ARPIN,0.449215,1.27563,1.15978,1.60609,1.88362,0.666719
P49407,ARRB1,-1.44139,-0.964834,-1.2327,-1.49285,-1.41587,-2.77114
P15289,ARSA,0.179409,-0.467764,-0.457464,-0.471292,-0.865976,-0.421093
Q13510,ASAH1,-0.916807,-0.160463,-0.563866,-0.644772,-0.997547,-0.796993
Q9H1I8,ASCC2,1.77996,-1.41863,-1.68557,-1.60831,-3.45555,-4.18577
Q8N3C0,ASCC3,-1.2043,-1.10001,-0.786409,-0.974182,-1.00736,-1.35597
L0R819,ASDURF,-5.15495,-3.84929,-4.37119,-4.38004,-4.33011,-3.92263
Q9NVP2,ASF1B,1.03899,0.626543,0.812914,1.58921,0.903038,1.35393
Q9UBL3,ASH2L,0.101728,-0.229757,-0.476238,-0.755722,-0.407276,-0.55768
P04424,ASL,0.032568,-0.348986,-0.182861,-0.524233,-0.241251,-0.577251
O95671,ASMTL,-0.167458,-0.712082,-0.816589,-0.816925,-0.865896,-0.813757
P08243,ASNS,0.505983,0.0250912,-0.0395279,0.589212,0.687061,0.738274
Q12797,ASPH,0.0131149,0.356936,0.345135,0.157101,0.389566,0.164898
Q9BZE9,ASPSCR1,-2.45463,-2.41531,-2.22613,-1.96976,-2.29611,-1.96746
Q7L266,ASRGL1,-1.43777,-1.80956,-2.63768,-2.45568,-2.32988,-2.20371
P00966,ASS1,2.82327,3.59756,3.71734,3.54614,3.47249,3.42793
Q8NBU5,ATAD1,-0.152737,0.132895,0.0759487,0.277853,0.34483,0.286577
Q6PL18,ATAD2,0.0131149,-0.628889,-0.589733,-0.0652905,0.34483,0.0939312
Q9NVI7,ATAD3A,0.672297,1.54649,1.57627,1.74968,1.04963,1.71481
Q5T9A4;Q5T2N8,ATAD3B,-0.786102,-0.189034,-0.239662,0.40864,0.356144,0.427933
O95260,ATE1,-0.929298,-0.88236,-1.02537,-1.23313,-0.760237,-0.973877
P15336,ATF2,-1.2552,-1.82282,-2.17726,-2.3151,-1.90867,-2.39748
P17544,ATF7,-1.60267,-2.77133,-2.91169,-2.82896,-2.00624,-2.77058
O75143,ATG13,-2.33116,-3.32932,-3.17482,-3.97638,-2.99985,-3.63711
Q676U5,ATG16L1,-1.90304,-2.78305,-2.98495,-3.33401,-2.60105,-3.04132
Q96BY7,ATG2B,-3.88466,-2.56149,-2.9969,-2.87323,-2.54114,-2.77929
Q9NT62,ATG3,1.67023,0.84659,0.863796,1.06246,1.07039,1.22702
Q9Y4P1,ATG4B,-0.348522,-0.285688,-0.560244,-0.598316,-0.0195827,-0.464312
Q9H1Y0,ATG5,-0.434938,-2.35081,-1.99644,-2.6043,-2.05202,-2.72903
O95352,ATG7,-0.399748,0.0619278,0.0635643,-0.0652905,0.321928,0.0817566
Q7Z3C6,ATG9A,-2.89618,-1.66707,-1.77378,-1.93152,-2.16526,-1.8308
P31939,ATIC,1.25312,2.24125,2.26898,2.32957,2.35614,2.20474
Q8WXF7,ATL1,-1.43979,-1.72289,-2.04312,-2.16257,-1.92521,-1.9103
Q8NHH9,ATL2,0.510614,-0.485783,-0.67783,-0.0652905,-0.182182,0.129852
Q6DD88,ATL3,1.82327,1.72553,1.9335,1.92129,1.3505,1.60426
Q13315,ATM,1.77996,-3.25347,-3.32215,-3.35369,-2.4308,-3.70663
O00244,ATOX1,2.34156,1.32698,1.12445,0.961182,1.99639,0.987017
Q9HD20,ATP13A1,0.956532,0.895031,0.933504,0.663637,0.956057,0.738274
P05023,ATP1A1,3.52442,4.13289,3.94536,3.61027,3.72247,3.70095
P50993,ATP1A2,0.449215,-1.08182,-1.49455,-1.4302,-1.27188,-1.34848
P05026,ATP1B1,3.27506,2.47545,2.12445,1.73057,1.90304,1.83211
P54709,ATP1B3,2.65566,2.84835,2.8833,2.67767,2.27798,2.69297
P16615,ATP2A2,2.50134,2.91026,2.88506,2.85048,2.92029,2.82482
P20020,ATP2B1,0.684645,0.789162,0.736965,0.631033,0.855989,0.650326
Q01814,ATP2B2,-1.47234,-1.35614,-1.43722,-1.33357,-1.12128,-1.1775
P20020;P23634,ATP2B4,2.67642,2.57862,2.46768,2.0471,2.1635,2.112
P98194,ATP2C1,0.0261116,-0.459175,-0.535696,-0.309309,0.0565834,-0.12846
P25705,ATP5F1A,5.26482,5.51971,5.49618,5.16353,5.29278,5.1504
P06576,ATP5F1B,6.16369,6.03786,5.93902,5.57321,5.67525,5.52947
P36542,ATP5F1C,2.70701,2.74831,2.69342,2.43012,1.85997,2.32582
P30049,ATP5F1D,2.191,2.91026,2.92668,2.67568,3.10098,2.67485
not found,ATP5F1E,-0.0198994,2.58496,2.61073,2.61027,2.31904,2.59999
Q9UII2,ATP5IF1,-2.44607,0.296394,0.334867,0.483603,0.584963,0.374041
P56385,ATP5ME,-1.0066,0.99366,0.993486,0.866322,0.516016,0.690968
P56134,ATP5MF,3.49551,3.69849,3.58279,3.3091,0.443607,2.69697
O75964,ATP5MG,1.8214,3.13289,3.19994,2.9936,3.09424,3.04146
P56378,ATP5MJ,-2.01642,-1.51704,-1.32869,-1.5114,-0.160223,-1.71904
Q96IX5,ATP5MK,-1.46498,1.06193,0.980371,0.873308,-0.304958,0.84297
P24539,ATP5PB,2.05968,1.922,1.77544,1.39899,1.82375,1.39387
O75947,ATP5PD,2.52442,3.33453,3.32193,3.09868,3.19377,3.0633
P18859,ATP5PF,-0.167458,1.89843,2.03847,1.46984,1.23266,1.76517
P48047,ATP5PO,1.48731,3.0173,3.02576,2.72864,2.74631,2.73633
Q15904,ATP6AP1,-1.04687,-0.530075,-0.502295,-0.560013,-0.659386,-0.45108
O75787,ATP6AP2,0.323244,-0.13245,-0.0529499,0.213243,-0.768305,0.0817566
Q93050,ATP6V0A1,0.275061,0.200533,-0.093977,-0.11974,-0.297199,-0.205315
Q9Y487,ATP6V0A2,-1.97218,-1.89443,-1.88094,-1.97222,-1.37849,-1.8312
P61421,ATP6V0D1,0.608917,1.78182,1.71338,1.48816,1.926,1.61274
P38606,ATP6V1A,3.69689,3.46632,3.22795,2.88718,2.96532,2.8175
P21281,ATP6V1B2,2.23364,1.77444,1.34001,1.03157,1.09761,0.973902
P21283,ATP6V1C1,0.31797,0.4245,0.148098,-0.0519943,0.356144,0.117977
Q9Y5K8,ATP6V1D,0.0893993,0.0619278,-0.391109,-0.176323,-0.198557,-0.451574
P36543;Q96A05,ATP6V1E1,1.63672,1.46173,1.08823,0.703382,0.773996,1.05709
Q16864,ATP6V1F,-1.86804,-1.74791,-1.10933,-0.657608,-1.84042,-2.01958
O75348,ATP6V1G1,0.24758,1.59756,1.64853,1.39414,-0.876877,1.12393
Q9UI12,ATP6V1H,1.3285,0.87447,0.490986,0.224215,0.356144,0.153311
O75110,ATP9A,-1.51936,-0.796453,-0.751856,-1.3605,-1.14392,-0.990095
Q8N5M1,ATPAF2,-1.10236,-1.33221,-1.3336,-1.34157,-3.19798,-1.3831
O75882,ATRN,-3.92792,-4.30605,-3.92463,-4.16854,-4.13305,-3.94646
P46100,ATRX,0.0769615,-1.36695,-1.29932,-1.47846,-1.32791,-1.47388
Q9UBB4,ATXN10,-0.786102,-0.218885,-0.229548,-0.0922585,0.201633,-0.0594196
Q99700,ATXN2,-0.0265942,-0.834604,-0.884348,-0.711905,-0.687714,-0.559622
Q8WWM7,ATXN2L,0.0707016,0.60174,0.83494,0.734409,1.11103,0.82847
Q13825,AUH,-1.33454,-1.13459,-1.48301,-2.16952,-2.38659,-2.9169
Q9Y679,AUP1,0.655664,-0.13245,-0.12199,-0.161966,0.286882,0.0446033
O14965,AURKA,-1.97016,-1.19373,-1.08263,-0.420937,0.0285702,-0.318933
Q96GD4,AURKB,1.77996,-2.21887,-2.28218,-0.890631,-1.9555,-1.07511
Q8NBF6,AVL9,-2.49714,-3.00514,-2.94895,-2.43168,-2.85029,-3.1619
P30530,AXL,-1.20982,-2.54109,-2.3963,-2.9263,-2.74071,-2.44115
P61769,B2M,1.89764,1.08,1.2445,0.859301,0.933573,0.913361
O94766,B3GAT3,1.34675,0.286053,-0.0262318,0.245911,-0.679955,0.164898
P15291,B4GALT1,0.328501,0.593376,0.856636,0.941372,-0.0171776,0.502895
Q9UBV7,B4GALT7,-3.88466,-2.92613,-2.96405,-2.9387,-3.37423,-2.93854
Q9NWV8,BABAM1,-1.06054,-1.43108,-1.01382,-1.67954,-0.327782,-2.48561
Q9NXR7,BABAM2,-1.06054,-0.0384731,-0.0395279,-0.363598,-0.242365,-0.342812
Q99933,BAG1,-0.130932,-1.00883,-0.811203,-1.17622,-1.81096,-1.18465
O95816,BAG2,1.10173,1.53343,1.60219,1.46059,1.48026,1.54784
O95817,BAG3,0.791265,0.593376,0.589289,0.894068,1.15056,0.857327
Q9UL15,BAG5,-0.75242,-1.34989,-1.2675,-1.17533,-0.663593,-1.23568
P46379,BAG6,1.53127,1.03748,0.91983,0.921288,0.918386,0.878593
Q9UQB8,BAIAP2,0.429783,0.634716,0.509365,0.622765,0.713696,0.616966
Q9UHR4,BAIAP2L1,1.77996,-1.74849,-1.81927,-1.00037,-0.617941,-0.875093
O75531,BANF1,3.68157,2.45943,2.51847,2.85578,1.68257,2.79157
Q8IXM2,BAP18,0.0581017,-0.320385,-0.204594,-0.915777,-0.178196,-0.496742
P80723,BASP1,4.47492,5.24393,5.25883,4.96527,5.25172,4.98457
Q07812,BAX,0.861837,2.38628,2.35279,2.32957,2.38128,2.28392
Q9NRL2,BAZ1A,-1.6249,-1.64201,-1.6456,-1.35454,-1.25099,-1.43009
Q9UIG0,BAZ1B,1.88164,0.443235,0.271673,0.631033,0.695993,0.878593
P50895,BCAM,-0.844049,-0.772266,-0.696293,-0.905006,-0.548672,-0.73156
P51572,BCAP31,1.34415,0.974466,0.940294,0.787151,0.78241,0.933825
P56945,BCAR1,-1.57741,-1.70004,-2.0212,-1.26119,-0.816805,-1.36223
O75934,BCAS2,0.600252,-0.840059,-0.855392,-0.689333,-1.32309,-0.602268
O15382,BCAT2,0.219566,0.0859737,0.205584,-0.256571,-0.476166,-0.391369
Q9P287,BCCIP,0.736965,0.955013,1.01294,1.0378,0.847998,1.0446
P12694,BCKDHA,0.990084,0,0.124447,-0.576107,-0.595284,-0.333378
P21953,BCKDHB,0.528994,-0.219994,-0.360317,-0.834084,-1.47738,-0.620512
O14874,BCKDK,-0.0605412,-1.09782,-0.946075,-0.329895,-1.46216,-0.585482
O95999,BCL10,-2.49861,-1.30563,-1.15376,-1.12069,-0.711601,-0.973463
Q07817,BCL2L1,-2.18835,-0.70343,-0.750761,-0.453629,-0.317213,-0.769455
Q9BXK5,BCL2L13,1.71506,1.02509,0.827635,0.639254,0.9855,0.753702
P20749,BCL3,-1.26826,-1.23177,-1.28022,-1.18738,-0.534521,-0.958872
Q8WUZ0,BCL7C,-2.58379,-0.678047,-0.62336,-0.941948,-0.400831,-0.536486
Q9NYF8,BCLAF1,-0.676756,1.8606,1.82397,1.71898,1.8679,1.82847
Q9Y276,BCS1L,-0.730394,-1.60488,-1.50683,-1.53603,-1.61442,-1.66386
Q02338,BDH1,-0.763561,-0.419424,-0.56238,-0.917717,-2.3089,-1.18151
Q9BUT1,BDH2,-1.13093,0.356936,0.462973,-0.234653,-0.299486,-0.199963
O15155,BET1,-1.78582,-1.40545,-1.15412,-1.34336,-2.50193,-1.35734
Q9NYM9,BET1L,1.77996,-1.84878,-1.98333,-1.40837,-1.45725,-1.69236
Q8TD16,BICD2,-2.25332,-1.10105,-1.22631,-0.998112,-0.849491,-0.997904
P55957,BID,-0.645504,-0.831974,-0.595934,-0.527815,-0.239283,-0.972338
O00499,BIN1,0.032568,-0.0255337,-0.292879,0.0378017,-0.0568867,-0.15703
Q13867,BLMH,-0.323576,0.921999,0.973768,1,0.895304,1.37404
P78537,BLOC1S1,-2.40426,-1.6025,-1.10522,-1.30834,-1.4509,-1.42038
Q6QNY1,BLOC1S2,-2.13539,-1.21175,-1.23663,0,-0.909851,-0.88043
Q6QNY0,BLOC1S3,1.77996,-1.82872,-1.68316,-1.71399,-1.44327,-1.77504
Q9NUP1,BLOC1S4,-1.9121,-2.00641,-1.97672,-2.56657,-3.29278,-2.22846
Q8TDH9,BLOC1S5,-2.73156,-3.03345,-3.17099,-3.27915,-3.15542,-3.03515
P53004,BLVRA,0.832542,1.1501,1.26087,1.21324,1.21412,1.22148
P30043,BLVRB,2.73697,2.43155,2.52526,2.30394,1.97453,2.26251
P35226,BMI1,-1.35182,-2.19698,-2.37852,-2.32196,-1.60853,-2.06285
Q14692,BMS1,-1.50088,-1.75375,-1.61533,-1.42562,-1.10978,-1.33844
Q8NFC6,BOD1L1,-1.78466,-0.445366,-0.389389,-1.00828,-0.265436,-0.758204
Q9Y3E2,BOLA1,-0.545969,-1.49989,-1.39793,-1.37394,-3.98338,-2.34451
Q9H3K6,BOLA2,0.700945,1.22781,1.28773,1.21324,0.632269,1.17639
Q14137,BOP1,1.68464,0.908577,0.91983,0.88026,0.948601,0.927034
Q969J3,BORCS5,1.77996,-0.519438,-0.346512,-0.50379,0.0426445,-0.186632
Q96GS4,BORCS6,1.77996,-2.39101,-2.47496,-2.6554,-2.17558,-2.42523
Q96B45,BORCS7,-2.21206,-2.60257,-2.19365,-2.1626,-1.63856,-2.88895
P07738,BPGM,-0.708698,-2.08672,-2.56569,-2.71288,-2.03341,-2.02422
Q86WA6,BPHL,-2.71554,-2.39711,-2.38456,-3.20674,-2.89358,-2.93389
O95861,BPNT1,0.477879,0.752073,0.77544,0.51967,0.871843,0.565435
Q9NX62,BPNT2,-2.08892,-2.59293,-1.79613,-1.47109,-3.77954,-2.08558
Q6PJG6,BRAT1,0.16185,-0.384771,-0.358315,-0.399729,-0.348663,-0.327122
P46736,BRCC3,-3.08725,-0.544706,-0.458572,-0.737333,-0.69047,-0.735062
P25440,BRD2,-2.00766,-1.39386,-1.46159,-1.10952,-0.943058,-1.05659
Q15059,BRD3,-0.243406,-1.32231,-1.04299,-1.25762,-1.31536,-1.28983
O60885;Q15059;Q58F21,BRD4,1.11396,-0.0127106,0.0384731,-0.0652905,-0.0874176,0.0192928
Q8WY22,BRI3BP,-1.71695,-0.651445,-0.413223,-0.133678,-0.0725403,-0.205685
Q8TDN6,BRIX1,-0.844049,-0.509552,-0.470352,0.0127106,-0.545071,-0.633312
Q8WUW1,BRK1,0.00657272,0.470892,-0.0664959,0.0127106,-2.1698,0.0939312
Q5VW32,BROX,-0.282934,-0.0127106,0.0384731,0.0986843,-0.058403,-0.205513
Q9NW68,BSDC1,-2.02806,-2.05842,-2.66046,-2.59011,-2.46609,-1.69118
P35613,BSG,3.0863,4.44904,4.45232,4.33464,4.51728,4.55446
Q10589,BST2,-1.1389,1.01886,1.03847,1.03157,1.25701,1.032
O14981,BTAF1,-0.604862,-1.49831,-1.43031,-1.64082,-1.44094,-1.52694
P20290,BTF3,2.85092,1.74076,1.77923,1.8593,1.88753,1.83211
Q96K17,BTF3L4,0.861837,1.4339,1.44399,1.6515,1.58015,1.78032
Q14201,BTG3,-2.01706,1.16146,1.06977,1.34975,1.13093,1.33354
Q7KYR7,BTN2A1,1.77996,-4.87391,-5.26869,-4.49742,-4.65346,-5.68011
O43684,BUB3,-0.145432,2.21424,2.27436,2.28573,2.20789,2.21313
O43709,BUD23,0.942888,0.316858,0.324526,0.309105,0.731184,0.547842
P41223,BUD31,0.17358,1.09192,1.08823,1.0378,0.575314,0.86445
Q13895,BYSL,-0.75242,-0.224522,-0.162569,0.168507,-0.54254,0.21034
Q7L1Q6,BZW1,1.25588,2.19778,2.22239,2.15996,2.74631,2.19347
Q9Y6E2,BZW2,0,0.470892,0.500204,0.639254,0.613533,0.738274
Q9H0W9,C11orf54,1.55613,1.41504,1.37551,0.711203,1.26303,0.987017
Q9H3H3,C11orf68,-1.28455,-0.363235,-0.494503,-0.652399,-0.83041,-0.521719
Q9NQ89,C12orf4,1.77996,-0.0384731,0.21681,-0.301201,-0.0208759,-0.349752
Q99622,C12orf57,0.990084,-0.262156,-0.225672,0.145605,-1.21353,0.27593
Q6PH81,C16orf87,-1.82047,-3.16245,-3.28091,-2.63656,-2.62458,-2.843
Q8N9M1,C19orf47,-2.64352,-2.89103,-2.68446,-2.22002,-1.86921,-2.25977
Q6ZSJ8,C1orf122,-2.97401,-0.572969,-0.0801697,-0.11974,0.137505,-0.220871
Q8IYL3,C1orf174,1.77996,-2.11054,-2.18908,-1.98461,-1.85328,-1.88907
Q07021,C1QBP,3.36092,2.41978,2.383,2.24322,2.93168,2.21313
P00736,C1R,-0.763561,0.767023,0.443989,0.5807,1.20163,-0.370485
Q9BVC5,C2orf49,-1.35182,-2.17825,-2.40789,-3.33443,-2.8926,-2.80677
P01024,C3,0.929115,0.88821,0.760172,1.3091,0.555817,0.254396
P01031,C5,-3.63144,-1.08646,-1.1106,-1.1596,-1.42344,-1.1728
Q49AR2,C5orf22,0.942888,-0.0384731,0.0882263,-0.218128,-0.640213,-0.288467
Q7Z6I8,C5orf24,-3.27744,-1.20985,-1.00251,-1.33805,-0.802933,-1.15162
Q9BRJ6,C7orf50,-1.17112,-0.68541,-0.492767,-0.338978,-0.129278,-0.252838
Q9H7E9,C8orf33,-1.90193,-1.3112,-1.08652,-1.0727,-0.839531,-1.24803
Q6P047,C8orf74,-1.38819,-1.22129,-1.18613,-0.816412,-4.8415,-0.813787
Q6P1X6,C8orf82,0.0831928,1.12711,0.980371,0.647427,0.641546,0.878593
Q8IXQ3,C9orf40,0.333736,-1.21805,-1.76709,-1.62938,-0.376488,-0.875641
Q9NZ63,C9orf78,-1.13631,0.533432,0.527512,0.711203,1.1635,0.784077
P00918,CA2,-0.152737,-0.441206,-0.421263,-1.89754,-0.908506,-2.29744
Q9H8G2,CAAP1,-2.2533,-1.90839,-1.62214,-1.85014,-1.55967,-2.01784
Q9Y376;Q9H9S4,CAB39,-0.282934,1.20053,1.16559,1.1571,0.545969,1.12985
P54289,CACNA2D1,-1.36357,-1.48545,-1.3875,-0.599545,-0.595194,-0.708342
Q9BXT2,CACNG6,-2.92142,2.34702,2.5002,2.38439,1.61824,2.47058
Q8WUQ7,CACTIN,-4.06464,-1.71851,-1.47029,-1.58943,-1.20117,-1.62247
Q9HB71,CACYBP,0.608917,2.08597,2.1304,2.08971,2.04614,2.06948
P27708,CAD,2.50134,1.98089,2.02895,2.49497,2.44361,2.46824
Q05682,CALD1,0.312675,2.2115,2.2445,2.33464,2.44626,2.3284
not found,CALM1,3.81393,3.4079,2.81291,2.83982,2.54597,2.92703
P27797,CALR,3.44196,5.48622,5.55818,5.36903,5.03122,5.25236
O43852,CALU,3.45403,3.70821,3.7943,3.83267,3.33628,3.77843
Q14012;Q8IU85,CAMK1,-1.90019,-1.51921,-2.07182,-2.377,-2.065,-2.1916
Q13557,CAMK2D,1.08319,0.803736,0.580624,0.157101,0.250961,0.176394
Q13555,CAMK2G,1.42734,0.470892,0.171368,0.0501862,-1.02759,-0.0594196
P49069,CAMLG,-1.78997,-2.8602,-2.85394,-4.75617,-3.82249,-3.73814
Q08AD1,CAMSAP2,-1.40391,-1.78657,-1.66575,-1.56289,-1.35387,-1.62235
Q86VP6,CAND1,2.98177,3.67886,3.66706,3.70142,3.81762,3.68091
P27824,CANX,2.38003,4.91949,4.91553,4.72575,4.60881,4.7158
Q01518,CAP1,2.21957,3.64891,3.70742,3.8416,3.88753,3.89608
P40123,CAP2,-0.809004,-0.814264,-1.0768,-0.957159,-0.716877,-0.894541
P40121,CAPG,2.41751,2.22781,2.2196,2.22967,2.44361,2.40368
P07384,CAPN1,0.41997,1.84307,1.85304,1.92129,1.848,1.87154
P17655,CAPN2,1.65984,2.01573,2.00325,2.30136,2.27202,2.21592
Q9Y6W3,CAPN7,-4.24958,-2.09803,-1.92428,-2.24829,-1.73002,-2.24914
P04632;Q96L46,CAPNS1,2.40512,2.32446,2.42475,2.59767,2.49825,2.57198
Q14444,CAPRIN1,0.359638,0.921999,1.04479,1.1571,1.20789,1.0633
P47755;P52907,CAPZA1,4.30203,3.16146,3.24176,3.49043,3.17632,3.49832
P47755,CAPZA2,1.75073,0.721699,0.6894,0.622765,0.815577,0.82847
P47756,CAPZB,1.0422,2.29639,2.40526,2.45362,2.45681,2.47058
Q9BX69,CARD6,-1.82769,-2.84333,-2.47416,-2.2403,-1.75154,-3.80055
Q9Y2V2,CARHSP1,1.24758,2.35446,2.38798,2.13692,1.56071,2.11798
Q86X55,CARM1,-0.498663,0.347019,0.385492,0.329569,-0.189865,0.338665
Q5VZK9,CARMIL1,0.61323,0.337036,0.365456,0.168507,0.0976105,0.141628
P49589,CARS1,0.57394,0.674906,0.5979,0.734409,1.15056,0.84297
Q9HA77,CARS2,0.634604,1.17274,1.2824,0.597673,0.807356,0.616966
O15234,CASC3,-1.15621,-2.62188,-2.45716,-2.30044,-1.58282,-2.58422
O14936,CASK,-0.0743484,-0.424374,-0.51956,-0.461315,-0.309959,-0.67268
P29466,CASP1,0.515232,0.70627,0.87801,0.914532,0.948601,0.674847
P31944,CASP14,-0.498663,-1.22911,-0.993671,-1.72288,-1.30965,-1.66238
P42575,CASP2,-1.51435,-2.30185,-2.40093,-1.86754,-2.07988,-2.23283
P42574,CASP3,-2.80745,-0.53511,-0.236845,-0.237432,-0.0926113,-0.30879
P49662,CASP4,-1.95385,-0.844498,-0.556416,-0.510571,-2.4384,-0.54738
P55212,CASP6,-1.80378,-2.336,-2.20242,-2.06772,-1.32408,-1.8563
P55210,CASP7,-1.18288,-0.533911,-0.560886,-0.261789,-0.530832,-0.944868
Q14790,CASP8,-0.365396,-1.29278,-1.31129,-0.940062,-1.48722,-1.11778
P55211,CASP9,-0.498663,-1.81033,-2.03104,-1.19578,-1.78893,-3.07788
P20810,CAST,3.68157,3.18948,3.21401,2.79453,3.30889,3.02884
P04040,CAT,1.9633,2.2466,2.27436,1.93137,2.22651,1.87154
Q03135,CAV1,-2.57031,0.347019,0.334867,0.572138,0.124329,0.565435
P51636,CAV2,-1.80041,-2.7381,-2.72333,-2.52697,-2.4303,-2.49252
Q6NZI2,CAVIN1,1.12306,1.09785,1.1004,1.36965,1.28688,1.38399
Q969G5,CAVIN3,-1.48831,-0.852133,-0.943672,-0.520971,-0.666803,-0.698879
Q13951,CBFB,-2.0168,1.74831,1.83494,1.78715,1.83188,1.78783
P22681,CBL,-0.645504,-0.840361,-0.849207,-0.565462,-0.626204,-0.676025
P16152,CBR1,3.94802,3.73697,3.60433,3.52412,2.98732,3.53227
O75828,CBR3,-0.741365,1.13865,1.22239,1.33969,1.19535,1.32323
P35520,CBS,0.202492,1.29639,1.39541,1.05634,1.05658,1.11798
P83916,CBX1,3.0707,1.24393,1.31933,1.41823,0.799088,1.47524
Q13185,CBX3,-0.708698,2.55297,2.61497,2.50175,2.65993,2.59143
P45973,CBX5,2.53583,2.36433,2.31411,2.33969,1.4957,2.33611
Q9HC52,CBX8,-1.44139,-0.961224,-1.22131,-0.981071,-1.30213,-0.924248
Q6P1N0,CC2D1A,-0.489386,0.470892,0.527512,0.446608,-0.0470772,0.418283
Q5T0F9,CC2D1B,1.77996,-2.23737,-2.47448,-2.34423,-2.60912,-3.17906
Q8IX12,CCAR1,-0.967432,1.29123,1.16559,1.13402,1.10434,1.00647
Q8N163,CCAR2,0.61323,2.01886,2.0821,2.05326,2.37295,1.95734
Q8IWD4,CCDC117,-2.75761,-1.5202,-1.47673,-1.20104,-1.44633,-1.35948
Q8WUD4,CCDC12,1.13511,-1.00392,-1.11275,-0.897606,-2.17312,-0.891142
Q96CT7,CCDC124,1.46123,0.618322,0.5979,0.446608,0.475086,0.714813
Q96BQ5,CCDC127,-2.74253,-0.091423,-0.160843,-0.249458,-0.693419,-0.341635
Q9H6E4,CCDC134,-0.299055,-0.548326,-0.690823,-0.517626,0.137505,-0.20056
O60826,CCDC22,0.806414,0.0250912,0.0257626,-0.0787125,0,-0.0195255
Q86WR0,CCDC25,1.77996,-2.16381,-2.19375,-2.4998,-2.13791,-2.16439
Q96MW1,CCDC43,-2.19414,-0.585758,-0.658379,-0.736176,-0.478724,-0.813917
Q96A33,CCDC47,0.349333,-0.601414,-0.717072,-0.687809,-0.392368,-0.760616
Q8IVM0,CCDC50,-2.08078,-0.645197,-0.701727,-0.529943,-0.274071,-0.657574
Q96ER9,CCDC51,-3.30014,-0.118643,0.0510731,0.245911,-0.404675,0.0446033
Q16204,CCDC6,1.07696,0.132895,0.0759487,0.157101,0.411427,0.129852
Q8N9Z2,CCDC71L,-2.48353,-0.247833,-0.225616,-0.333811,-0.215645,-0.272442
Q9H6F5,CCDC86,-2.62237,-0.260979,-0.386929,-0.105932,-0.295788,0.176394
Q9Y3X0,CCDC9,-0.0953083,-0.946859,-0.79213,-1.22502,-1.25222,-1.17938
Q567U6,CCDC93,-2.24249,-0.514032,-0.436451,-0.403519,-0.629456,-0.521545
Q96F63,CCDC97,-1.11658,-2.02421,-1.76334,-2.26061,-1.61246,-2.28587
P14635,CCNB1,-1.23702,-2.7882,-2.60834,0.0253105,0.454176,0.286577
O75909,CCNK,-0.697971,-0.938679,-0.956116,-0.731773,-0.516691,-0.726336
O60563,CCNT1,-3.31475,-3.76487,-2.76848,-3.21716,-2.33552,-3.05332
Q8ND76,CCNY,-2.57483,-2.14021,-3.09492,-3.23404,-2.81602,-2.73481
O14618,CCS,1.32324,0.275635,0.365456,-0.0922585,-0.308331,0.0192928
P78371,CCT2,2.80453,3.45482,3.48171,3.59978,3.2032,3.50973
P49368,CCT3,3.05494,3.69849,3.72718,3.74015,3.67807,3.74021
P50991,CCT4,3.21248,3.5765,3.61497,3.61027,3.66676,3.68091
P48643,CCT5,1.71305,3.37168,3.44637,3.43249,3.39232,3.43991
P40227,CCT6A,1.69485,3.33453,3.42233,3.45595,3.07724,3.35393
Q99832,CCT7,2.93085,3.1008,3.18572,3.04401,3.31179,3.08938
P50990,CCT8,2.10019,3.80192,3.7849,3.79637,3.926,3.83393
Q6YHK3,CD109,-1.44356,-2.28111,-2.25507,-2.53665,-2.336,-2.37573
P08571,CD14,4.27165,3.67886,3.72718,2.69355,2.63923,2.68695
P48509,CD151,-0.399748,1.72553,1.73306,2.18264,2.36177,2.02884
Q5ZPR3,CD276,0.587156,0.243927,0.424753,1.04401,0.887526,0.960665
Q9Y5K6,CD2AP,0.150024,-0.277462,-0.0130558,-0.176323,-0.0805149,-0.1602
O95400,CD2BP2,-0.565334,0.961527,0.856636,1.06246,0.910732,1.08786
P25942,CD40,1.77996,0.443235,0.481709,0.398991,0.687061,0.547842
P16070,CD44,-0.763561,2.63268,2.74474,3.07312,3.21412,2.96066
P15529,CD46,-2.73952,0.96801,1.05733,1.06246,0.389566,1.06948
Q08722,CD47,0.0955772,0.955013,0.820293,1.05019,1.10434,0.899553
P08174,CD55,2.16185,1.50696,1.48171,2.12234,2.40599,2.1328
P19256,CD58,-2.46805,-0.452702,-0.377396,-0.491528,-0.231077,-0.401449
P13987,CD59,1.51983,3.38386,3.39788,2.93804,1.15056,2.89782
P08962,CD63,-1.90656,1.18392,1.17137,0.703382,0.704872,0.658546
P32970,CD70,2.16773,3.60798,3.6568,3.42061,1.26903,3.28923
P60033,CD81,3.33504,2.77998,1.68132,1.72285,1.774,1.9706
P27701,CD82,-2.79994,-1.33539,-1.56111,-4.44975,-3.79566,-1.1089
P21926,CD9,2.59153,1.55082,1.23901,1.13402,0.411427,0.987017
P14209,CD99,-1.0066,-0.944242,-0.217695,-1.723,-0.0949745,-0.841957
Q8TCZ2,CD99L2,-0.844049,-1.24442,-2.80304,-3.03462,-2.4344,-2.52651
P32320,CDA,3.55276,3.21696,3.2957,3.15996,2.77189,3.14016
